,timestamp,h,prediction,actual
178,2019-12-28 03:14:53,t+1,5.55432561490526,5.460000000000001
179,2019-12-28 03:44:58,t+1,5.638792723509351,5.69
180,2019-12-28 04:15:02,t+1,5.116376966719814,6.120000000000001
181,2019-12-28 04:45:06,t+1,5.522644611818061,6.0
182,2019-12-28 05:15:10,t+1,5.788694413595113,6.0
183,2019-12-28 05:45:14,t+1,6.627781045330928,5.900000000000001
184,2019-12-28 06:15:18,t+1,5.346980948941614,6.51
185,2019-12-28 06:45:23,t+1,5.699371203540978,5.61
186,2019-12-28 07:15:27,t+1,7.0089169760351275,5.7
187,2019-12-28 07:45:31,t+1,5.140579718015049,5.93
188,2019-12-28 08:15:35,t+1,5.948027508267933,6.720000000000001
189,2019-12-28 08:45:39,t+1,6.555324163176518,7.409999999999999
190,2019-12-28 09:15:44,t+1,7.835155036231058,7.709999999999999
191,2019-12-28 09:45:48,t+1,7.369996702217362,8.07
192,2019-12-28 10:15:52,t+1,8.626142936407152,10.28
193,2019-12-28 10:45:59,t+1,8.595733169907067,10.0
194,2019-12-28 11:16:04,t+1,11.161411879579262,10.56
195,2019-12-28 11:46:08,t+1,10.035078194576188,10.94
196,2019-12-28 12:16:12,t+1,10.886055159706874,10.72
197,2019-12-28 12:46:16,t+1,11.518589390995706,10.520000000000001
198,2019-12-28 13:16:23,t+1,10.598998859803315,10.620000000000001
199,2019-12-28 13:46:28,t+1,10.890454170247283,10.669999999999998
200,2019-12-28 14:16:32,t+1,10.481005795288578,10.610000000000001
201,2019-12-28 14:46:36,t+1,10.936096817811734,11.12
202,2019-12-28 15:16:40,t+1,10.316596202267347,10.75
203,2019-12-28 15:46:44,t+1,10.912836680051967,10.46
204,2019-12-28 16:16:49,t+1,10.552746831433124,9.96
205,2019-12-28 16:46:53,t+1,9.51166191552615,9.159999999999998
206,2019-12-28 17:16:57,t+1,9.312813229328638,8.459999999999999
207,2019-12-28 17:47:01,t+1,8.34554109142342,7.639999999999999
208,2019-12-28 18:17:05,t+1,7.775668622160054,7.29
209,2019-12-28 18:43:30,t+1,6.345231087009163,6.859999999999999
210,2019-12-28 19:17:13,t+1,7.10713319391672,6.59
211,2019-12-28 19:47:17,t+1,6.346123803034008,6.18
212,2019-12-28 20:17:21,t+1,5.484832025908798,5.28
213,2019-12-28 20:47:25,t+1,6.296839820409548,5.15
214,2019-12-28 21:17:29,t+1,4.589544804985434,4.97
215,2019-12-28 21:47:33,t+1,4.996221989851874,4.95
216,2019-12-28 22:17:37,t+1,4.770204908323215,4.87
217,2019-12-28 22:47:41,t+1,4.710658897592545,5.17
218,2019-12-28 23:17:45,t+1,4.731547102906816,5.239999999999999
219,2019-12-28 23:47:49,t+1,5.632985754150529,4.829999999999999
220,2019-12-29 00:17:56,t+1,4.81788142322036,5.129999999999999
221,2019-12-29 00:48:15,t+1,4.463092473369833,4.769999999999999
222,2019-12-29 01:18:19,t+1,5.111419693051312,4.72
223,2019-12-29 01:48:23,t+1,4.866326119225771,4.81
224,2019-12-29 02:18:28,t+1,4.640442309824552,4.62
225,2019-12-29 02:48:32,t+1,4.280543273459263,4.550000000000001
226,2019-12-29 03:18:39,t+1,4.81435178166929,4.110000000000001
227,2019-12-29 03:48:44,t+1,4.4919018251127625,4.279999999999999
228,2019-12-29 04:18:48,t+1,4.194840889711024,4.09
229,2019-12-29 04:48:52,t+1,4.305359778227402,4.029999999999999
230,2019-12-29 05:18:56,t+1,3.686292564454096,3.91
231,2019-12-29 05:49:00,t+1,4.5860900389143415,3.74
232,2019-12-29 06:19:04,t+1,3.0919339799869037,3.8000000000000007
233,2019-12-29 06:49:08,t+1,3.9953200314671014,3.73
234,2019-12-29 07:19:12,t+1,3.8457162033572123,4.269999999999999
235,2019-12-29 07:49:17,t+1,3.7407584410173205,3.919999999999999
236,2019-12-29 08:19:21,t+1,4.5503779233457715,4.06
237,2019-12-29 08:49:25,t+1,4.878908196573949,4.13
238,2019-12-29 09:19:29,t+1,5.266485371303457,5.809999999999999
239,2019-12-29 09:49:33,t+1,3.846804132423273,6.61
240,2019-12-29 10:19:37,t+1,7.064391880967481,8.02
241,2019-12-29 10:49:41,t+1,8.157778554051374,9.02
242,2019-12-29 11:19:45,t+1,8.415463167013497,9.630000000000003
243,2019-12-29 11:49:49,t+1,9.806504358349429,9.879999999999999
244,2019-12-29 12:19:53,t+1,10.203474605966964,9.89
245,2019-12-29 12:49:58,t+1,10.384952944460402,10.039999999999997
246,2019-12-29 13:20:02,t+1,9.67945019523048,10.78
247,2019-12-29 13:50:06,t+1,10.63554014560006,11.03
248,2019-12-29 14:20:10,t+1,10.622316313639692,11.31
249,2019-12-29 14:50:14,t+1,11.11770706402711,10.24
250,2019-12-29 15:20:18,t+1,11.4602264894571,9.84
251,2019-12-29 15:50:22,t+1,9.90126845041907,9.21
252,2019-12-29 16:20:26,t+1,9.575056959901934,8.27
253,2019-12-29 16:50:30,t+1,8.402435800612068,7.2
254,2019-12-29 17:20:34,t+1,7.465119016697911,6.81
255,2019-12-29 17:50:38,t+1,6.223817798302876,7.000000000000001
256,2019-12-29 18:20:42,t+1,6.203184829745428,6.3
257,2019-12-29 18:50:47,t+1,6.044702603908272,5.7
258,2019-12-29 19:20:51,t+1,6.049086142937283,5.1899999999999995
259,2019-12-29 19:50:56,t+1,5.632242060877983,5.05
260,2019-12-29 20:21:00,t+1,4.42420760397538,5.129999999999999
261,2019-12-29 20:51:04,t+1,4.998347886871755,5.12
262,2019-12-29 21:21:09,t+1,4.340827936907341,5.1000000000000005
263,2019-12-29 21:51:13,t+1,5.056983106607616,4.76
264,2019-12-29 22:21:17,t+1,5.082580324939453,4.519999999999999
265,2019-12-29 22:51:21,t+1,4.818546872060073,4.4399999999999995
266,2019-12-29 23:21:25,t+1,4.4505577370706755,4.37
267,2019-12-29 23:51:29,t+1,4.992982446552885,4.21
268,2019-12-30 00:21:33,t+1,3.545829601035996,3.919999999999999
269,2019-12-30 00:51:37,t+1,4.292852172771707,3.96
270,2019-12-30 01:21:41,t+1,3.588442476032228,3.7000000000000006
271,2019-12-30 01:51:45,t+1,4.458246529111087,3.1400000000000006
272,2019-12-30 02:21:50,t+1,3.813800957099363,3.18
273,2019-12-30 02:51:53,t+1,2.0888801580961713,3.3199999999999994
274,2019-12-30 03:21:57,t+1,3.2809338865972997,2.9699999999999998
275,2019-12-30 03:52:01,t+1,3.4969835104229485,2.4399999999999995
276,2019-12-30 04:22:05,t+1,3.101763286196128,2.540000000000001
277,2019-12-30 04:52:10,t+1,2.4572753263306684,2.4399999999999995
278,2019-12-30 05:22:13,t+1,2.397718694830159,2.19
279,2019-12-30 05:52:17,t+1,2.346222215574082,2.32
280,2019-12-30 06:22:21,t+1,2.002058283382603,2.1399999999999997
281,2019-12-30 06:52:25,t+1,2.718694391353782,2.07
282,2019-12-30 07:22:29,t+1,1.5241787588430784,3.8500000000000005
283,2019-12-30 07:52:33,t+1,2.425275655088239,3.78
284,2019-12-30 08:22:37,t+1,4.09064533136353,4.64
285,2019-12-30 08:52:41,t+1,4.322915997102658,4.910000000000001
286,2019-12-30 09:22:45,t+1,5.171503810839079,5.289999999999999
287,2019-12-30 09:52:49,t+1,5.856168029997529,6.58
288,2019-12-30 10:22:54,t+1,5.758136962207578,9.37
289,2019-12-30 10:52:58,t+1,8.547068677658604,9.21
290,2019-12-30 11:23:02,t+1,9.839561802830843,10.72
291,2019-12-30 11:53:06,t+1,9.757238573449282,11.930000000000001
292,2019-12-30 12:23:10,t+1,11.232499631455312,12.780000000000001
293,2019-12-30 12:53:14,t+1,11.997244812822371,13.01
294,2019-12-30 13:23:18,t+1,12.96670537735279,13.249999999999998
295,2019-12-30 13:53:22,t+1,13.53558108189158,13.34
296,2019-12-30 14:23:27,t+1,13.429422140037945,13.53
297,2019-12-30 14:53:31,t+1,13.449883854985787,13.150000000000002
298,2019-12-30 15:23:35,t+1,13.339012083300357,12.79
299,2019-12-30 15:53:38,t+1,12.733783882297521,12.459999999999999
300,2019-12-24 10:02:10,t+2,16.163037768835682,17.46
301,2019-12-24 10:32:14,t+2,16.93166556422234,17.82
302,2019-12-24 11:02:19,t+2,17.304142403377092,18.08
303,2019-12-24 11:32:23,t+2,18.401815637813698,18.53
304,2019-12-24 12:02:27,t+2,18.34575528118974,18.849999999999998
305,2019-12-24 12:32:31,t+2,18.30449340995048,18.960000000000004
306,2019-12-24 13:02:35,t+2,18.50713173191389,19.15
307,2019-12-24 13:32:39,t+2,18.093211637615898,19.28
308,2019-12-24 13:58:48,t+2,18.524750073194898,18.51
309,2019-12-24 14:32:47,t+2,19.190012001875104,18.19
310,2019-12-24 14:58:19,t+2,19.40919538867074,17.74
311,2019-12-24 15:32:55,t+2,18.277112554513565,17.63
