	City	Description	Icon	Main_Weather	ID	Visibility[m]	Humidity[%]	Pressure[hPa]	Time	UNIX_UTC	Rain[3h][mm]	Rain[1h][mm]	Snow[3h][mm]	Snow[1h][mm]	Min_temp	Max_temp	Temp	Country	Sunrise	Sunset	Clouds[%]	Wind_direction	Wind_speed[m/s]	Latitude	Longitude
0	Edinburgh	clear sky	01n	Clear	2650225	10000	81	1031	2018-10-22 00:20:00	1540167600	0	0	0	0	7	7	7	GB	1540191495	1540227318	0	0	4.1	55.95	-3.2
0	Edinburgh	clear sky	01n	Clear	2650225	10000	81	1031	2018-10-22 00:20:00	1540167600	0	0	0	0	7	7	7	GB	1540191495	1540227318	0	0	4.1	55.95	-3.2
0	Edinburgh	clear sky	01n	Clear	2650225	10000	81	1031	2018-10-22 00:20:00	1540167600	0	0	0	0	7	7	7	GB	1540191495	1540227318	0	0	4.1	55.95	-3.2
0	Edinburgh	clear sky	01n	Clear	2650225	10000	81	1031	2018-10-22 00:20:00	1540167600	0	0	0	0	7	7	7	GB	1540191495	1540227318	0	0	4.1	55.95	-3.2
0	Edinburgh	clear sky	01n	Clear	2650225	10000	81	1031	2018-10-22 00:20:00	1540167600	0	0	0	0	7	7	7	GB	1540191495	1540227318	0	0	4.1	55.95	-3.2
0	Edinburgh	clear sky	01n	Clear	2650225	10000	81	1031	2018-10-22 00:20:00	1540167600	0	0	0	0	7	7	7	GB	1540191495	1540227318	0	0	4.1	55.95	-3.2
0	Edinburgh	clear sky	01n	Clear	2650225	10000	81	1031	2018-10-22 00:20:00	1540167600	0	0	0	0	7	7	7	GB	1540191495	1540227318	0	0	4.1	55.95	-3.2
0	Edinburgh	clear sky	01n	Clear	2650225	10000	81	1031	2018-10-22 00:20:00	1540167600	0	0	0	0	7	7	7	GB	1540191495	1540227318	0	0	4.1	55.95	-3.2
0	Edinburgh	clear sky	01n	Clear	2650225	10000	81	1031	2018-10-22 00:20:00	1540167600	0	0	0	0	7	7	7	GB	1540191495	1540227318	0	0	4.1	55.95	-3.2
0	Edinburgh	scattered clouds	03n	Clouds	2650225	10000	87	1031	2018-10-22 00:50:00	1540169400	0	0	0	0	5	6	5.45	GB	1540191498	1540227314	40	0	3.1	55.95	-3.2
0	Edinburgh	few clouds	02n	Clouds	2650225	10000	87	1031	2018-10-22 01:20:00	1540171200	0	0	0	0	5	6	5.39	GB	1540191500	1540227311	20	0	3.1	55.95	-3.2
0	Edinburgh	clear sky	01n	Clear	2650225	10000	87	1031	2018-10-22 01:50:00	1540173000	0	0	0	0	5	6	5.45	GB	1540191503	1540227308	0	0	3.6	55.95	-3.2
0	Edinburgh	clear sky	01n	Clear	2650225	10000	93	1032	2018-10-22 02:20:00	1540174800	0	0	0	0	5	5	5	GB	1540191506	1540227305	0	0	4.1	55.95	-3.2
0	Edinburgh	clear sky	01n	Clear	2650225	10000	86	1032	2018-10-22 02:50:00	1540176600	0	0	0	0	4	4	4	GB	1540191508	1540227302	0	0	3.1	55.95	-3.2
0	Edinburgh	scattered clouds	03n	Clouds	2650225	10000	86	1032	2018-10-22 03:20:00	1540178400	0	0	0	0	4	4	4	GB	1540191511	1540227299	40	0	3.6	55.95	-3.2
0	Edinburgh	broken clouds	04n	Clouds	2650225	10000	87	1032	2018-10-22 03:50:00	1540180200	0	0	0	0	5	6	5.45	GB	1540191514	1540227296	75	0	5.7	55.95	-3.2
0	Edinburgh	scattered clouds	03n	Clouds	2650225	10000	81	1032	2018-10-22 04:20:00	1540182000	0	0	0	0	5	6	5.38	GB	1540191516	1540227293	40	0	5.1	55.95	-3.2
0	Edinburgh	broken clouds	04n	Clouds	2650225	10000	87	1033	2018-10-22 04:50:00	1540183800	0	0	0	0	5	6	5.45	GB	1540191519	1540227290	75	0	6.2	55.95	-3.2
0	Edinburgh	clear sky	01n	Clear	2650225	10000	87	1033	2018-10-22 05:20:00	1540185600	0	0	0	0	5	7	5.96	GB	1540191521	1540227287	0	0	6.7	55.95	-3.2
0	Edinburgh	few clouds	02n	Clouds	2650225	10000	87	1033	2018-10-22 05:50:00	1540187400	0	0	0	0	4	6	5.31	GB	1540191524	1540227284	20	0	4.6	55.95	-3.2
0	Edinburgh	scattered clouds	03n	Clouds	2650225	10000	81	1033	2018-10-22 06:20:00	1540189200	0	0	0	0	4	7	5.55	GB	1540191527	1540227281	40	0	5.7	55.95	-3.2
0	Edinburgh	few clouds	02n	Clouds	2650225	10000	87	1034	2018-10-22 06:50:00	1540191000	0	0	0	0	6	7	6.31	GB	1540191529	1540227278	20	0	6.2	55.95	-3.2
0	Edinburgh	scattered clouds	03d	Clouds	2650225	10000	87	1034	2018-10-22 07:20:00	1540192800	0	0	0	0	6	7	6.29	GB	1540191532	1540227275	40	0	5.7	55.95	-3.2
0	Edinburgh	scattered clouds	03d	Clouds	2650225	10000	81	1034	2018-10-22 07:50:00	1540194600	0	0	0	0	6	8	6.97	GB	1540191535	1540227272	40	0	6.7	55.95	-3.2
0	Edinburgh	few clouds	02d	Clouds	2650225	10000	87	1034	2018-10-22 08:20:00	1540196400	0	0	0	0	6	9	7.59	GB	1540191537	1540227269	20	0	7.2	55.95	-3.2
0	Edinburgh	scattered clouds	03d	Clouds	2650225	10000	81	1035	2018-10-22 08:50:00	1540198200	0	0	0	0	9	9	9	GB	1540191540	1540227266	40	0	6.2	55.95	-3.2
0	Edinburgh	few clouds	02d	Clouds	2650225	10000	81	1034	2018-10-22 09:20:00	1540200000	0	0	0	0	9	10	9.63	GB	1540191542	1540227263	20	0	6.7	55.95	-3.2
